2013-03-01	GLOBAL	0.14111673943601233
2013-03-02	GLOBAL	0.14128665313423236
2013-03-03	GLOBAL	0.14197194367130642
2013-03-04	GLOBAL	0.1403040354816768
2013-03-05	GLOBAL	0.14082397688622317
2013-03-06	GLOBAL	0.1410407148925505
2013-03-07	GLOBAL	0.14081534666609802
2013-03-08	GLOBAL	0.13986400870915353
2013-03-09	GLOBAL	0.14115348987251022
2013-03-10	GLOBAL	0.1413033614285392
2013-03-11	GLOBAL	0.14059808037550747
2013-03-12	GLOBAL	0.1402835480385694
2013-03-13	GLOBAL	0.1410747199138699
2013-03-14	GLOBAL	0.14078141286105966
2013-03-15	GLOBAL	0.14142657124310085
2013-03-16	GLOBAL	0.1415759174025302
2013-03-17	GLOBAL	0.14246553022463151
2013-03-18	GLOBAL	0.14074743781151253
2013-03-19	GLOBAL	0.14107264705764067
2013-03-20	GLOBAL	0.14097989707576633
2013-03-21	GLOBAL	0.1407433509117933
2013-03-22	GLOBAL	0.14106180650837327
2013-03-23	GLOBAL	0.14249612065288828
2013-03-24	GLOBAL	0.14259043685478584
2013-03-25	GLOBAL	0.14069027506817972
2013-03-26	GLOBAL	0.14094682184044174
2013-03-27	GLOBAL	0.1410354655155937
2013-03-28	GLOBAL	0.14178693916206683
2013-03-29	GLOBAL	0.14265467821014963
2013-03-30	GLOBAL	0.14234153392552057
2013-03-31	GLOBAL	0.14262751737048163
2013-04-01	GLOBAL	0.14143076194430693
